日期,時間戳,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2002-03-11,1015776000,1000,219000,219.00,219.00,219.00,219.00,0.00,1
2002-03-12,1015862400,1000,234000,234.00,234.00,234.00,234.00,15.00,1
2002-03-13,1015948800,1000,250000,250.00,250.00,250.00,250.00,16.00,1
2002-03-14,1016035200,1000,267000,267.00,267.00,267.00,267.00,17.00,1
2002-03-15,1016121600,6000,1670000,269.00,285.00,269.00,285.00,18.00,6
2002-03-18,1016380800,179000,54416000,304.00,304.00,304.00,304.00,19.00,179
2002-03-19,1016467200,4900170,1521154900,319.00,319.00,292.00,292.00,-12.00,4720
2002-03-20,1016553600,2338900,669504476,287.00,303.00,273.00,299.00,7.00,2150
2002-03-21,1016640000,1318000,399372000,292.00,310.00,292.00,304.00,5.00,1020
2002-03-22,1016726400,1756496,555699012,310.00,324.00,306.00,308.00,4.00,1182
2002-03-25,1016985600,993154,307439649,309.00,315.00,305.00,306.00,-2.00,677
2002-03-26,1017072000,1357359,420871764,304.00,316.00,301.00,312.00,6.00,872
2002-03-27,1017158400,1342285,403482472,315.00,315.00,294.00,301.00,-11.00,785
2002-03-28,1017244800,883322,263255425,301.00,301.00,292.00,294.00,-7.00,418
2002-03-29,1017331200,1181654,346414306,295.00,299.00,288.00,291.00,-3.00,403
2002-04-01,1017590400,394000,113458000,292.00,292.00,285.00,285.00,-6.00,301
2002-04-02,1017676800,421800,122639851,285.00,295.00,285.00,289.00,4.00,326
2002-04-03,1017763200,496900,141118778,289.00,290.00,279.00,280.00,-9.00,382
2002-04-04,1017849600,789600,212652158,279.00,280.00,264.00,270.00,-10.00,512
2002-04-08,1018195200,374600,99297186,260.00,275.00,260.00,274.00,4.00,332
2002-04-09,1018281600,206198,55769975,273.00,273.00,268.00,268.00,-6.00,198
2002-04-10,1018368000,176516,48089584,268.00,275.00,267.00,275.00,7.00,171
2002-04-11,1018454400,368549,103658212,280.00,285.00,278.00,284.00,9.00,314
2002-04-12,1018540800,303053,86501976,282.00,290.00,277.00,290.00,6.00,243
2002-04-15,1018800000,462500,129580271,285.00,286.00,272.00,272.00,-18.00,327
2002-04-16,1018886400,449469,124501929,273.00,281.00,272.00,276.00,4.00,244
2002-04-17,1018972800,186600,51801767,280.00,282.00,275.00,275.00,-1.00,174
2002-04-18,1019059200,470250,126631404,275.00,278.00,265.00,267.00,-8.00,342
2002-04-19,1019145600,369100,101320565,270.00,278.00,269.00,275.00,8.00,283
2002-04-22,1019404800,160000,43414000,277.00,277.00,269.00,270.00,-5.00,130
2002-04-23,1019491200,454440,127732169,270.00,286.00,270.00,280.00,10.00,374
2002-04-24,1019577600,222000,62630000,284.00,285.00,280.00,283.00,3.00,186
2002-04-25,1019664000,96000,26551000,280.00,280.00,275.00,275.00,-8.00,93
2002-04-26,1019750400,100000,27715000,280.00,280.00,275.00,276.00,1.00,83
2002-04-29,1020009600,85187,23616958,275.00,280.00,274.00,276.00,0.00,129
2002-04-30,1020096000,188060,51855477,275.00,280.00,272.00,278.00,2.00,142
2002-05-02,1020268800,792200,229528319,280.00,297.00,276.00,281.00,3.00,521
2002-05-03,1020355200,357199,101917636,281.00,289.00,280.00,286.00,5.00,274
2002-05-06,1020614400,285276,77787538,284.00,284.00,268.00,269.00,-17.00,233
2002-05-07,1020700800,761000,215553000,269.00,287.00,269.00,287.00,18.00,442
2002-05-08,1020787200,1922124,573852527,295.00,302.00,290.00,300.00,13.00,1144
2002-05-09,1020873600,782538,237083590,309.00,310.00,292.00,300.00,0.00,532
2002-05-10,1020960000,322042,96558536,300.00,305.00,291.00,304.00,4.00,256
2002-05-13,1021219200,160070,47798650,300.00,301.00,296.00,297.00,-7.00,143
2002-05-14,1021305600,179018,53094335,303.00,303.00,292.00,294.00,-3.00,106
2002-05-15,1021392000,374290,111105832,299.00,302.00,294.00,295.00,1.00,166
2002-05-16,1021478400,146882,43115883,295.00,295.00,291.00,294.00,-1.00,83
2002-05-17,1021564800,124132,36225613,297.00,297.00,290.00,290.00,-4.00,77
2002-05-20,1021824000,207100,58436855,288.00,289.00,278.00,280.00,-10.00,130
2002-05-21,1021910400,234020,64715572,280.00,280.00,275.00,275.00,-5.00,138
2002-05-22,1021996800,180155,49554408,275.00,276.00,273.00,275.00,0.00,117
2002-05-23,1022083200,96036,26650849,277.00,279.00,277.00,278.00,3.00,71
2002-05-24,1022169600,203750,58004454,279.00,286.00,279.00,286.00,8.00,126
2002-05-27,1022428800,104290,29920524,284.00,290.00,284.00,290.00,4.00,68
2002-05-28,1022515200,300105,85476293,290.00,295.00,278.00,284.00,-6.00,149
2002-05-29,1022601600,85012,23726389,280.00,280.00,278.00,279.00,-5.00,53
2002-05-30,1022688000,241002,66535554,279.00,279.00,273.00,273.00,-6.00,178
2002-05-31,1022774400,77078,20888184,272.00,273.00,270.00,273.00,0.00,68
2002-06-03,1023033600,205003,55152813,273.00,273.00,265.00,268.00,-5.00,135
2002-06-04,1023120000,141000,37707000,266.00,270.00,265.00,270.00,2.00,104
2002-06-05,1023206400,109001,29906268,274.00,276.00,273.00,275.00,5.00,68
2002-06-06,1023292800,54100,14874359,275.00,276.00,274.00,274.00,-1.00,55
2002-06-07,1023379200,92000,24639000,269.00,269.00,265.00,268.00,-6.00,62
2002-06-10,1023638400,102011,27710932,268.00,273.00,268.00,273.00,5.00,64
2002-06-11,1023724800,54000,14627000,273.00,273.00,270.00,271.00,-2.00,54
2002-06-12,1023811200,72000,19484000,270.00,272.00,270.00,271.00,0.00,67
2002-06-13,1023897600,191000,52324000,272.00,275.00,271.00,275.00,4.00,80
2002-06-14,1023984000,51192,13913534,273.00,273.00,271.00,271.00,-4.00,43
2002-06-17,1024243200,148000,40141000,271.00,274.00,269.00,269.00,-2.00,88
2002-06-18,1024329600,132400,35756058,271.00,273.00,268.00,268.00,-1.00,97
2002-06-19,1024416000,420000,106856000,268.00,268.00,250.00,250.00,-18.00,238
2002-06-20,1024502400,298000,70987000,245.00,248.00,234.00,248.00,-2.00,219
2002-06-21,1024588800,260015,64859701,244.00,253.00,239.00,247.00,-1.00,134
2002-06-24,1024848000,163000,39108000,245.00,250.00,235.00,237.00,-10.00,112
2002-06-25,1024934400,206179,49802202,237.00,245.00,237.00,243.00,6.00,140
2002-06-26,1025020800,210105,48233385,243.00,243.00,226.00,226.00,-17.00,144
2002-06-27,1025107200,539010,116317248,220.00,227.00,211.00,223.00,-3.00,248
2002-06-28,1025193600,448126,102632948,223.00,237.00,220.00,237.00,14.00,276
2002-07-01,1025452800,62172,13954556,236.00,236.00,221.00,226.00,-11.00,56
2002-07-02,1025539200,94130,20931230,220.00,226.00,220.00,222.00,-4.00,76
2002-07-03,1025625600,164142,34857362,214.00,218.00,210.00,218.00,-4.00,136
2002-07-04,1025712000,138000,30430000,218.00,227.00,216.00,222.00,4.00,112
2002-07-05,1025798400,190080,42982670,221.00,233.00,221.00,229.00,7.00,169
2002-07-08,1026057600,337443,79285934,240.00,240.00,231.00,235.00,6.00,228
2002-07-09,1026144000,180142,41262200,231.00,233.00,227.00,227.00,-8.00,167
2002-07-10,1026230400,57206,12761526,226.00,226.00,221.00,222.00,-5.00,61
2002-07-11,1026316800,291130,62505713,218.00,219.00,210.00,212.00,-10.00,238
2002-07-12,1026403200,417358,93070511,215.00,226.00,215.00,226.00,14.00,185
2002-07-15,1026662400,288164,68795878,230.00,241.00,230.00,241.00,15.00,187
2002-07-16,1026748800,573120,142781774,250.00,255.00,242.00,248.00,7.00,359
2002-07-17,1026835200,175466,42033986,239.00,241.00,238.00,240.00,-8.00,129
2002-07-18,1026921600,133050,32219940,242.00,243.00,240.00,243.00,3.00,97
2002-07-19,1027008000,130060,30705505,239.00,240.00,233.00,235.00,-8.00,92
2002-07-22,1027267200,118354,26797769,231.00,231.00,223.00,228.00,-7.00,70
2002-07-23,1027353600,132028,30158211,224.00,234.00,223.00,230.00,2.00,66
2002-07-24,1027440000,80010,17977286,229.00,230.00,220.00,224.00,-6.00,65
2002-07-25,1027526400,112030,26008685,230.00,236.00,229.00,230.00,6.00,80
2002-07-26,1027612800,350115,77088317,225.00,225.00,216.00,221.00,-9.00,114
2002-07-29,1027872000,51000,11622000,225.00,232.00,224.00,228.00,7.00,45
2002-07-30,1027958400,220020,51091537,237.00,239.00,230.00,234.00,6.00,116
2002-07-31,1028044800,146000,33386000,227.00,235.00,223.00,235.00,1.00,115
2002-08-01,1028131200,69084,15987639,230.00,234.00,228.00,228.00,-7.00,66
2002-08-02,1028217600,40166,9204657,228.00,234.00,224.00,234.00,6.00,32
2002-08-05,1028476800,621000,135586000,218.00,223.00,218.00,218.00,-16.00,199
2002-08-06,1028563200,114000,24891000,221.00,222.00,215.00,218.00,0.00,72
2002-08-07,1028649600,504672,108802761,223.00,225.00,210.00,212.00,-6.00,333
2002-08-08,1028736000,383532,79120215,211.00,212.00,201.00,201.00,-11.00,278
2002-08-09,1028822400,269020,55687998,209.00,209.00,205.00,206.00,5.00,182
2002-08-12,1029081600,99020,20873099,206.00,214.00,206.00,211.00,5.00,87
2002-08-13,1029168000,176000,38306000,214.00,220.00,212.00,217.00,6.00,149
2002-08-14,1029254400,51020,11047318,214.00,220.00,214.00,219.00,2.00,53
2002-08-15,1029340800,122000,27007000,223.00,225.00,218.00,220.00,1.00,91
2002-08-16,1029427200,83140,17910643,221.00,221.00,214.00,214.00,-6.00,80
2002-08-19,1029686400,119100,25188293,214.00,218.00,207.00,207.00,-7.00,101
2002-08-20,1029772800,66200,13832192,212.00,212.00,208.00,209.00,2.00,66
2002-08-21,1029859200,76500,15874968,208.00,212.00,205.00,210.00,1.00,83
2002-08-22,1029945600,345000,75233000,210.00,223.00,210.00,223.00,13.00,279
2002-08-23,1030032000,603020,141111435,227.00,238.00,227.00,234.00,11.00,413
2002-08-26,1030291200,228000,52288000,234.00,234.00,227.00,229.00,-5.00,173
2002-08-27,1030377600,435000,99946000,230.00,235.00,225.00,228.00,-1.00,351
2002-08-28,1030464000,698000,119924000,175.00,175.00,168.00,171.00,0.00,444
2002-08-29,1030550400,376100,62593014,168.00,174.00,162.00,174.00,3.00,245
2002-08-30,1030636800,178050,30222784,172.00,172.00,166.00,172.00,-2.00,112
2002-09-02,1030896000,177000,29770000,170.00,170.00,165.00,165.00,-7.00,98
2002-09-03,1030982400,324060,54810849,167.00,172.00,166.00,168.00,3.00,143
2002-09-04,1031068800,86000,14226000,165.00,168.00,162.00,165.00,-3.00,71
2002-09-05,1031155200,128000,21622000,170.00,172.00,166.00,167.00,2.00,101
2002-09-09,1031500800,207000,35208000,170.00,173.00,167.00,173.00,6.00,136
2002-09-10,1031587200,424697,75492971,173.00,184.00,170.00,184.00,11.00,275
2002-09-11,1031673600,372255,67883683,185.00,185.00,180.00,182.00,-2.00,246
2002-09-12,1031760000,244488,44209370,182.00,185.00,179.00,180.00,-2.00,155
2002-09-13,1031846400,224000,39031000,175.00,178.00,171.00,172.00,-8.00,167
2002-09-16,1032105600,155000,26805000,175.00,177.00,172.00,172.00,0.00,104
2002-09-17,1032192000,261565,46438692,173.00,181.00,173.00,181.00,9.00,164
2002-09-18,1032278400,239403,41911665,176.00,178.00,173.00,173.00,-8.00,132
2002-09-19,1032364800,279000,49770000,175.00,182.00,174.00,175.00,2.00,193
2002-09-20,1032451200,203004,35465816,173.00,178.00,172.00,175.00,0.00,152
2002-09-23,1032710400,265502,45504407,175.00,175.00,168.00,168.00,-7.00,162
2002-09-24,1032796800,221000,37305000,168.00,171.00,165.00,170.00,2.00,148
2002-09-25,1032883200,156010,25963691,169.00,170.00,165.00,169.00,-1.00,126
2002-09-26,1032969600,326000,56023000,172.00,174.00,169.00,174.00,5.00,206
2002-09-27,1033056000,1101000,199486000,174.00,185.00,173.00,182.00,8.00,616
2002-09-30,1033315200,397856,71672099,180.00,184.00,175.00,184.00,2.00,233
2002-10-01,1033401600,478121,87538151,181.00,187.00,178.00,178.00,-6.00,287
2002-10-02,1033488000,432250,76691277,184.00,184.00,173.00,174.00,-4.00,326
2002-10-03,1033574400,239000,40480000,172.00,173.00,167.00,167.00,-7.00,186
2002-10-04,1033660800,199000,33136000,165.00,169.00,165.00,166.00,-1.00,149
2002-10-07,1033920000,303010,48710651,165.00,165.00,158.00,159.00,-7.00,193
2002-10-08,1034006400,278000,45179000,168.00,168.00,160.00,161.00,2.00,192
2002-10-09,1034092800,375000,61611000,162.00,168.00,161.00,161.00,0.00,240
2002-10-11,1034265600,263000,42447000,165.00,165.00,158.00,158.00,-3.00,183
2002-10-14,1034524800,196500,31086603,160.00,162.00,152.00,156.00,-2.00,165
2002-10-15,1034611200,347741,57142017,159.00,166.00,159.00,166.00,10.00,224
2002-10-16,1034697600,746305,129596376,173.00,177.00,168.00,177.00,11.00,479
2002-10-17,1034784000,575000,101349000,179.00,180.00,172.00,173.00,-4.00,376
2002-10-18,1034870400,937000,168168000,176.00,184.00,174.00,182.00,9.00,586
2002-10-21,1035129600,1411065,261304121,182.00,190.00,179.00,187.00,5.00,710
2002-10-22,1035216000,1069660,202300971,189.00,193.00,185.00,187.00,0.00,582
2002-10-23,1035302400,1596924,314785328,192.00,200.00,192.00,200.00,13.00,811
2002-10-24,1035388800,2277067,484867333,213.00,214.00,209.00,214.00,14.00,1200
2002-10-25,1035475200,1604409,341307374,210.00,221.00,206.00,217.00,3.00,766
2002-10-28,1035734400,1179931,257782825,221.00,224.00,212.00,215.00,-2.00,570
2002-10-29,1035820800,723894,152611834,211.00,216.00,207.00,211.00,-4.00,404
2002-10-30,1035907200,1011860,216662241,210.00,217.00,210.00,215.00,4.00,507
2002-10-31,1035993600,854244,184715116,218.00,220.00,211.00,214.00,-1.00,442
2002-11-01,1036080000,538208,112152218,214.00,215.00,205.00,207.00,-7.00,300
2002-11-04,1036339200,867538,186726639,210.00,219.00,210.00,210.00,3.00,415
2002-11-05,1036425600,534968,113486952,212.00,214.00,210.00,211.00,1.00,314
2002-11-06,1036512000,806124,173720724,210.00,218.00,209.00,218.00,7.00,500
2002-11-07,1036598400,412287,88671069,217.00,218.00,213.00,213.00,-5.00,303
2002-11-08,1036684800,345116,73557510,210.00,216.00,209.00,211.00,-2.00,206
2002-11-11,1036944000,324310,67560834,210.00,212.00,205.00,205.00,-6.00,239
2002-11-12,1037030400,366251,75941132,205.00,211.00,203.00,206.00,1.00,279
2002-11-13,1037116800,540901,108962644,207.00,208.00,198.00,200.00,-6.00,342
2002-11-14,1037203200,415765,83853235,200.00,205.00,199.00,201.00,1.00,252
2002-11-15,1037289600,1301471,272241167,206.00,215.00,204.00,215.00,14.00,715
2002-11-18,1037548800,1087859,237692351,216.00,221.00,212.00,219.00,4.00,623
2002-11-19,1037635200,299010,64502179,219.00,220.00,212.00,216.00,-3.00,219
2002-11-20,1037721600,196500,41762380,215.00,215.00,210.00,211.00,-5.00,150
2002-11-21,1037808000,312900,65831945,216.00,216.00,205.00,205.00,-6.00,244
2002-11-22,1037894400,509868,109174916,210.00,217.00,210.00,214.00,9.00,342
2002-11-25,1038153600,406400,88071099,214.00,219.00,214.00,218.00,4.00,244
2002-11-26,1038240000,332142,71406800,219.00,220.00,211.00,211.00,-7.00,223
2002-11-27,1038326400,450821,92811358,210.00,211.00,203.00,211.00,0.00,231
2002-11-28,1038412800,275941,58151489,215.00,215.00,206.00,208.00,-3.00,233
2002-11-29,1038499200,697998,151366504,211.00,219.00,210.00,218.00,10.00,451
2002-12-02,1038758400,1192501,267111670,220.00,229.00,217.00,229.00,11.00,735
2002-12-03,1038844800,1555500,358010774,231.00,236.00,224.00,225.00,-4.00,848
2002-12-04,1038931200,838607,188704490,224.00,229.00,220.00,225.00,0.00,457
2002-12-05,1039017600,579866,128043737,225.00,227.00,218.00,218.00,-7.00,357
2002-12-06,1039104000,327169,70986290,218.00,219.00,215.00,215.00,-3.00,276
2002-12-09,1039363200,670897,146688313,219.00,221.00,216.00,218.00,3.00,292
